Команда;игр;побед;проигрышей;ничьих;голов;голы минус голы соперника
Перт Глори (ж);16;0;15;1;11;-31
Ачуапа;16;5;7;4;17;-4
Металлург Запорожье;16;6;6;4;26;3
Меппен (ж);16;2;9;5;22;-11
Кеге Норд;16;8;5;3;26;2
Люсенг;16;11;3;2;38;17
Металлург Аша;16;10;4;2;39;24
Локомотив Пловдив U19;16;5;8;3;14;-10
ФУС Рабат;16;5;5;6;20;3
Дунаря Калараши;16;8;5;3;21;1
Штайнбах Хайгер;16;9;4;3;34;17
Хусум;16;3;9;4;24;-30
Херлев;16;9;4;3;23;8
БАСК Белград;16;7;4;5;16;2
Потигуар де Мосоро;16;3;5;8;26;-6
Уэйвс (ж);16;6;6;4;18;3
Хорсенс U19;16;3;12;1;18;-35
Сент Михай (ж);16;3;10;3;18;-23
Вальдгирмес;16;6;7;3;35;1
Хапоэль Беер-Шева;16;12;4;0;27;11
Церкле (ж);16;3;13;0;30;-36
Чайнат;16;7;6;3;30;5
Ирони Нешер U19;16;6;6;4;19;-5
Маккаби Хайфа U19;16;15;1;0;43;31
Керетаро U20;16;3;12;1;15;-16
УСФАС Бамако;16;4;7;5;16;-7
Виктория Пльзень (ж);16;4;12;0;17;-35
Медимурье;16;6;6;4;28;-9
ИМТ-2 U19;16;5;7;4;33;-2
Трат;16;7;8;1;31;1
Сан-Марино Академия (ж);16;2;11;3;10;-35
Раднички Нови Белград-2 U19;16;7;8;1;37;7
Линфилд (ж);16;9;5;2;35;9
Интернасьонал РС (ж);16;10;4;2;60;42
Раднички Белград U19;16;4;9;3;25;-12
Пайде Линнамеесконд;16;9;4;3;24;11
Теренггану-2;16;6;2;8;27;9
Хапоэль Рамат-Ган U19;16;6;10;0;19;-9
Комуна Реча;16;7;6;3;33;11
Муангтонг Юн;16;6;5;5;33;14
Бурирам Юн;16;10;4;2;43;28
Этыр Велико Тырново 2;16;2;12;2;16;-16
Санта Лусия;16;4;8;4;12;-5
Аэростар Бакэу;16;4;9;3;22;-4
Унион Ла-Калера;16;9;5;2;31;12
Нантвич Т;16;7;6;3;28;2
Ульм;16;8;4;4;28;14
Пуэрто Голфито;16;5;5;6;19;3
Сантос Макапа/АП;16;4;9;3;15;-13
Нидерланды;16;7;4;5;25;9
Ференцварош U19;16;9;5;2;32;7
Вупперталь;16;4;8;4;19;-8
Кучинг;16;6;6;4;20;-1
Португалия;16;8;4;4;34;13
Швеция;16;9;7;0;23;2
Франция;16;10;3;3;33;16
Кипр;16;3;11;2;6;-13
Барокко София (ж);16;6;5;5;30;11
Вардар Скопье;16;2;11;3;12;-25
Баре;16;5;8;3;18;-10
Ваккер Инсбрук (ж);16;6;9;1;26;-14
Сомуз Фалтичени;16;7;8;1;20;-1
Металул Бузэу;16;7;5;4;23;4
Аль-Джахра;16;3;9;4;16;-9
Португеза РЖ U20;16;3;9;4;15;-28
Эфрин;16;8;5;3;27;9
Суэц Монтахаб;16;5;7;4;11;-4
Аберистуит Т;16;2;10;4;21;-13
Коннах Куэй Номадс;16;13;1;2;35;25
Селена Константа (ж);16;1;14;1;12;-48
Перт Глори-2;16;8;5;3;29;6
Пекин Конгу;16;5;7;4;21;1
Неи Монгол Чжонгю;16;2;7;7;13;-7
Шэньси Чанган Атл.;16;5;4;7;15;1
Баньолес;16;6;5;5;19;8
Хаверфордвест;16;5;6;5;22;-6
Шахтер-Булат;16;0;13;3;15;-24
Индепендьенте Каукенес;16;5;6;5;17;-3
Классон В;16;2;4;10;4;-2
Наварро;16;5;5;6;17;-1
Вильярреал-3;16;7;0;9;33;21
Кампос АА;16;1;11;4;13;-23
Серра Макаенсе;16;5;6;5;19;-6
Серрано РЖ;16;6;7;3;21;-2
Альбасете-2;16;11;4;1;26;19
Олария;16;4;8;4;24;-4
Гойтакас;16;6;5;5;20;-1
Сан-Гонсало;16;3;8;5;12;-10
Ван Буюкс. Блд;16;9;4;3;24;9
Алтындаг;16;5;6;5;11;-2
Эшпинью;16;6;7;3;15;3
Олейруш;16;4;5;7;21;1
Вила Реал;16;5;8;3;17;-7
Беневенто U19;16;3;7;6;29;-12
Пиза U19;16;3;6;7;21;-3
Нова Сидаде;16;3;9;4;12;-14
Байя U20;16;5;6;5;25;-2
Рубин(2);16;7;5;4;18;4
Фгура Юн;16;5;7;4;22;-9
Валенсия-2;16;4;7;5;20;-1
Удинезе U19;16;7;5;4;28;4
Свиекви Юн;16;9;5;2;31;12
Кахраманмараш;16;4;5;7;20;-4
Прайенше;16;5;4;7;14;-1
Наксар Лайонс;16;8;7;1;21;-1
РБ Лейпциг (ж);16;9;5;2;32;6
Баладиет Аль-Махалла;16;4;6;6;14;-3
Пхитсанулок;16;11;4;1;29;12
Атлетик (ж);16;3;7;6;17;-5
ЕДФ Логроно (ж);16;3;9;4;14;-13
Сольер;16;7;6;3;16;-1
Санта Тереза (ж);16;3;10;3;9;-28
Жил Висенте (ж);16;6;5;5;26;4
Бритон Ферри (ж);16;3;11;2;14;-34
Замбия;16;7;5;4;23;4
Парма U19;16;9;3;4;30;12
Видаго;16;4;10;2;15;-15
Асеучаль;16;3;9;4;10;-13
Лас-Пальмас-3;16;9;6;1;24;3
Флуминенсе РЖ U23;16;6;5;5;20;3
Агонсильо;16;5;6;5;20;-1
Пуэрто Кабельо;16;5;2;9;20;5
Бандейранте СП;16;10;3;3;30;21
Аль-Садд U23;16;15;1;0;50;42
Аль-Тайран (ж);16;12;1;3;61;50
Альберите;16;0;11;5;9;-22
Итумбиара;16;4;8;4;15;-3
Сучитепекес (ж);16;5;8;3;23;-14
Аль-Гарафа U23;16;11;3;2;30;13
Льерененсе;16;5;7;4;18;-5
Лада-Тольятти;16;2;8;6;11;-38
Жатаиенсе;16;4;8;4;12;-8
Наутико Капибарибе U20;16;12;2;2;45;31
Интернасьонал Лимейра;16;6;10;0;11;-11
ЛИСКР;16;8;3;5;28;11
Колехиос Диосесанос;16;4;9;3;14;-17
Мирандес-2;16;8;4;4;24;12
Дом Боско;16;4;9;3;16;-9
Фрага;16;2;6;8;13;-7
Серес РЖ;16;7;5;4;29;12
Касимиро Абреу;16;7;5;4;23;0
Барра да-Тижука;16;8;3;5;33;25
Тигрес-Бразил;16;8;4;4;26;5
Фламенго Пиауи;16;5;7;4;22;-2
Сантучу;16;8;4;4;17;3
Цеирей Тайбе;16;3;4;9;23;-2
Струмска Слава Радомир;16;3;7;6;13;-3
Дабурия;16;2;9;5;15;-10
Хапоэль Бней Фурейдис;16;6;6;4;26;2
Олл Бойз;16;5;4;7;15;0
Бока Хуниорс (ж);16;13;1;2;65;57
Сант Жорди;16;7;4;5;24;8
Газ Метан Медиаш;16;7;4;5;26;12
Нзоя Шугар;16;3;6;7;14;-4
Бельграно;16;6;5;5;14;3
Тривал Вальдерас;16;4;5;7;11;-1
Ла Гранха;16;3;7;6;14;-5
Москония;16;6;6;4;16;-4
Атлетико Атлас;16;7;1;8;21;13
Альмиранте Браун;16;7;7;2;22;-3
Тальерес Ремедиос;16;6;6;4;25;0
Лобон;16;4;6;6;15;-9
УАИ Уркиса;16;5;6;5;24;-5
Луверденсе;16;2;9;5;11;-8
Спортиво Итальяно;16;5;3;8;20;6
Экскурсионистас;16;8;5;3;29;7
Аякс Амстердам (ж);16;9;6;1;28;7
Хапоэль Петах-Тиква (ж);16;1;14;1;13;-44
Хапоэль Беэр-Шева (ж);16;2;12;2;19;-17
Кардифф Сити U23;16;9;6;1;36;11
Эшторил U23;16;11;3;2;33;18
Найроби Сити Старз;16;6;6;4;19;3
Бнот Нетания (ж);16;10;5;1;30;0
Рахматганж;16;3;8;5;12;-12
Эспад Тегеран;16;8;4;4;17;7
Биньдинь;16;5;5;6;17;2
Маккаби Эмек Хефер (ж);16;9;4;3;48;23
Рамат-ха-Шарон (ж);16;6;6;4;26;6
Ист Файф;16;7;5;4;22;-1
Эль-Шаркия Докхан;16;8;4;4;20;7
Эвертон Винья-дель-Мар;16;6;5;5;14;-6
Уньон Сан Джорджо Седико;16;7;5;4;21;-1
Санджованнезе;16;7;5;4;23;4
Джельбизон;16;10;3;3;23;10
Эль-Хаммам;16;4;6;6;16;-3
Мохаммедан;16;5;5;6;18;-2
Гокулам Керала;16;10;4;2;32;15
Эль-Аламейн;16;7;3;6;21;9
Матаре Юнайтед;16;2;10;4;14;-11
Реал Кашмир;16;6;4;6;29;12
Гор Махия;16;9;5;2;25;9
Зоб Ахан;16;5;8;3;18;-3
Сепахан;16;10;1;5;29;18
Нафт Омидийе;16;7;2;7;13;4
Ковентри Сити U23;16;7;4;5;32;14
Бристоль Сити U23;16;10;3;3;34;11
Реджиш;16;5;7;4;14;-1
ЖС Кайруан;16;0;14;2;10;-26
Мелипилья;16;7;5;4;19;4
Бристоль Сити (ж);16;4;8;4;15;-20
ФК Копенгаген;16;8;4;4;31;4
Форчун;16;9;0;7;15;12
Блэктаун Сити U20;16;8;5;3;27;12
Роданге;16;4;10;2;15;-16
Огаб Тегеран;16;7;6;3;21;8
Охуд Медина;16;7;3;6;28;9
Данденонг Тандер;16;6;7;3;23;-1
Вест Хэм U23;16;6;6;4;24;-9
Аль-Фехахил Кувейт;16;2;7;7;19;-15
НВС Спирит U20;16;8;7;1;38;6
Осиек 2;16;3;10;3;19;-18
КД Эбро;16;6;4;6;16;0
Хойничанка;16;7;6;3;26;6
Уоллидан;16;4;4;8;14;-1
Торпедо Москва;16;7;5;4;21;2
Мельбурн Найтс;16;8;4;4;24;4
Симарронес Сонора;16;6;3;7;22;4
Депортиво Тапатио;16;6;6;4;15;-1
Депортиво Окоталь;16;7;5;4;22;2
Эйвондейл Хайтс;16;9;1;6;35;20
Бонниригг Уайт Иглз;16;4;7;5;26;-3
Челтенхем Т;16;10;4;2;20;8
Аль-Кадисия Эль-Хубар;16;3;7;6;20;-6
Интер Эллайс;16;5;7;4;20;5
Ратчабури ФК;16;4;6;6;19;0
Трат ФК;16;2;10;4;14;-19
Супханбури;16;4;11;1;16;-12
Муангтонг Юнайтед;16;9;6;1;29;5
Манагуа U20;16;9;3;4;35;20
Китве Юнайтед;16;3;9;4;10;-12
Хартс оф Оук;16;10;3;3;21;13
Сандецья Новы Сонч;16;9;2;5;28;10
Калдаш;16;5;7;4;17;-4
Сидней Юнайтед 58 U20;16;4;9;3;25;-11
Мортон Бэй Юнайтед;16;7;7;2;37;0
Простеёв;16;9;4;3;31;8
Тенгет;16;7;6;3;16;4
Ранонг Юнайтед;16;10;4;2;27;11
Сиам Нави;16;5;7;4;23;0
Льянерос Вильявисенсио;16;5;7;4;14;-1
Крус Асул Идальго;16;7;3;6;22;6
Истанбулспор;16;7;6;3;21;6
ОФК Топличанин;16;5;6;5;19;-2
Будаэрш;16;5;7;4;23;-11
Дебрецен ЕАК;16;2;9;5;15;-10
Сентлеринц;16;3;7;6;11;-7
Анкара Демирспор;16;8;3;5;19;2
Оукли Кэннонс;16;8;4;4;31;11
Кокберн Сити;16;3;10;3;15;-13
Палмейра РН;16;3;9;4;14;-12
АС Хруб;16;3;8;5;14;-8
МО Константин;16;6;4;6;19;2
УС Шауйя;16;9;3;4;26;14
ХБ Шелгум Лаид U21;16;4;10;2;21;-9
УСМ Аннаба U21;16;7;5;4;28;2
УС Шауйя U21;16;10;3;3;29;14
Архентинос Хуниорс (р);16;7;3;6;20;9
Бока Хуниорс (р);16;12;1;3;35;18
Индепендьенте Авельянеда (р);16;8;4;4;31;9
Блэк Стар;16;4;5;7;16;-2
ЖСМ Беджайя;16;10;3;3;20;6
РК Куба;16;6;3;7;17;3
ВА Буфарик U21;16;5;3;8;17;4
ОМ Арзев U21;16;5;9;2;23;-19
Венсюссель ФФ;16;4;6;6;16;-3
Рапид Уэд-Зем;16;4;6;6;16;-6
Ренессанс Земамра;16;2;10;4;14;-12
Лусака Динамос;16;5;7;4;15;-2
Йелин Олимпик;16;8;2;6;21;8
Бэйсуотер Сити;16;7;6;3;25;1
Ресовия;16;6;5;5;16;0
РК Куба U21;16;6;4;6;16;1
ЖСМ Беджайя U21;16;8;5;3;18;5
ФАС (ж);16;13;2;1;81;66
НВС Спирит;16;9;6;1;39;19
Сейландия;16;8;5;3;28;10
Ресурсес Кэпитал;16;5;11;0;16;-29
Сержипи;16;5;3;8;21;6
Чоннам Дрэгонз;16;6;3;7;27;14
Джираванц Китакюсю;16;4;7;5;15;-8
Альбирекс Ниигата;16;11;2;3;34;21
В-Варен Нагасаки;16;7;6;3;20;-2
Цвайген Канадзава;16;5;7;4;16;-2
кол-во побед;16;0;16;0;0;-239
Матида Зельвия;16;7;5;4;20;4
ДЖЕФ Юнайтед Итихара Тиба;16;6;5;5;17;1
Ванфоре Кофу;16;8;3;5;21;9
Блаублиц Акита;16;5;6;5;14;-2
Мито Холлихок;16;7;8;1;24;6
Омия Ардия;16;2;9;5;15;-7
Тотиги;16;4;6;6;18;-2
Токио Верди;16;6;7;3;22;-7
Эхимэ;16;3;8;5;14;-11
Сан-Мартин Сан-Хуан;16;5;7;4;22;-1
Единство Стара-Пазова;16;5;8;3;16;-8
Стари-Град;16;5;5;6;21;-4
Хеверфордвест;16;5;9;2;16;-12
Атлетико Вотупорангенсе;16;9;2;5;23;11
Примавера Индаятуба;16;7;4;5;20;4
Нови-Сад U19;16;2;13;1;13;-36
Атлетико Линенсе;16;7;6;3;23;3
Нороэсте Бауру;16;8;4;4;25;9
Барретус;16;8;5;3;20;4
Вождовац U19;16;8;4;4;36;12
Войводина Нови Сад U19;16;11;1;4;39;26
Веллингтон Феникс;16;7;3;6;31;11
Транс Нарва;16;6;8;2;21;-8
Сан-Жозе-дус-Кампус;16;8;3;5;22;5
Младость Нови Сад;16;14;1;1;43;32
Омладинац Нови-Бановци;16;9;3;4;27;17
Академия Марио Мендес;16;6;5;5;18;0
СК Вилла;16;3;5;8;11;-1
ФК БУЛ;16;6;6;4;22;1
Бавария (ж);15;14;0;1;41;39
Трактор Минск;15;8;4;3;40;13
голы Боруссия Дортмунд;15;5;6;4;29;0
Кыран;15;6;7;2;18;-4
Бужумбура С;15;8;6;1;26;-2
Морнар Бар U19;15;8;5;2;24;7
Копетдаг Ашхабад;15;7;4;4;19;7
Нафта Лендава;15;9;3;3;46;31
Занд (ж);15;4;10;1;20;-17
Брейдаблик/Аугнаблик-2 U19;15;7;7;1;29;-10
Локо Влтавин;15;7;6;2;32;10
Тампере Юн;15;10;2;3;47;34
Академия Онтустик U21;15;4;7;4;21;-4
Аегир;15;4;6;5;26;-3
Гимпо;15;5;5;5;17;2
Мокпхо С;15;5;6;4;27;3
Спутник;15;4;5;6;24;-2
Дублин;15;5;7;3;44;18
Рейнир С;15;10;2;3;47;23
Ан Джианг;15;4;6;5;15;-2
Трнье;15;6;5;4;29;10
Маланка;15;4;9;2;20;-20
Спартак Трнава U19;15;6;5;4;35;12
Угерски Брод;15;3;4;8;18;-7
Футура;15;12;0;3;54;36
Киркконумми;15;9;5;1;30;8
Кенджу Ситизен;15;2;11;2;12;-17
Тор/Ка (ж);15;5;7;3;20;-16
Аланд Юн (ж);15;12;2;1;26;18
ХауПа;15;8;6;1;43;19
ОТП;15;11;0;4;58;42
МПС/Атлетико Мальми;15;5;6;4;42;8
Оддеволд;15;10;2;3;37;20
Хускварна;15;6;7;2;25;1
Далсторпс;15;7;3;5;25;7
РоПС (ж);15;7;7;1;35;14
Гуми Спортстото (ж);15;5;9;1;15;-14
Сеул Амазонес (ж);15;3;10;2;16;-19
Херто;15;3;11;1;23;-10
БК-46;15;1;10;4;13;-27
Рапламаа U19;15;3;11;1;16;-32
Асарумс;15;7;7;1;27;-3
Аулафосс;15;4;10;1;28;-21
Тарнбю АБ;15;2;9;4;11;-20
Фьардабиггд;15;8;6;1;24;0
Бабрунгас;15;9;5;1;39;15
Тин Джанг;15;4;8;3;25;-9
Мидтьюланд U19;15;11;2;2;53;37
Черкащина;15;1;11;3;11;-24
Аделаида Юнив. (ж);15;2;9;4;10;-22
Липтовски Микулаш;15;10;3;2;35;17
Бадеран Тегеран;15;7;4;4;15;3
Хан Уул;15;1;12;2;10;-52
ЖКХ Гродно;15;10;4;1;50;30
Буганууд;15;8;4;3;37;12
Фулхэм Юн (р);15;8;6;1;24;1
Перт Глори-мл.;15;5;7;3;24;-6
Порт Аделаида Пайретс;15;7;5;3;30;7
Модбери Виста;15;7;5;3;31;0
Субиако;15;3;8;4;17;-15
Сван Юн;15;2;11;2;17;-32
Бохольт;15;10;1;4;37;24
Сумида Гепро;15;0;15;0;7;-73
Фу Донг;15;8;3;4;17;6
Гризманн А;15;2;7;6;4;-6
Саут Аделаида Пантерс (р);15;5;8;2;26;-13
Синглтон Страйкерс;15;9;3;3;30;12
Реал Монархс;15;3;10;2;14;-10
Йонг Элефант;15;7;5;3;32;17
Русенборг-2;15;5;8;2;18;-7
Адамстаун (р);15;7;4;4;35;14
Атланта Юн-2;15;3;9;3;23;-9
Инди Илэвн;15;6;7;2;17;0
Зугдиди;15;7;5;3;25;1
Флоя;15;0;14;1;11;-49
Берлинер АК 07;15;5;7;3;25;-3
Вардари Форино;15;3;9;3;20;-13
Такома Дифианс;15;4;8;3;27;-4
Атлетико Сеаренсе;15;6;3;6;33;11
Электра;15;10;3;2;49;36
Маннсворт;15;4;10;1;33;-28
Оранж Каунти СК;15;7;6;2;18;0
БКВ Елоре;15;3;8;4;15;-9
Ньон;15;5;4;6;27;7
Осака;15;4;8;3;28;-2
Норт Каролина;15;6;7;2;16;-4
Мацуэ С;15;8;4;3;18;2
Атлетико Кахазейренсе;15;5;8;2;17;-4
Филадельфия Унион 2;15;2;11;2;20;-25
Портленд-2;15;3;12;0;19;-25
Гейтсхэд;15;5;7;3;20;-2
Партизан Солигорск;15;8;2;5;34;18
Инегольспор;15;2;8;5;11;-12
Аль-Джазира Амман;15;9;3;3;28;17
Артвин Хопаспор;15;5;6;4;19;-5
Эстеглал Моласани;15;6;5;4;22;7
Альтглинике;15;11;3;1;50;29
Шахид Канди;15;4;4;7;15;1
Санту-Андре;15;3;7;5;12;-10
Нову-Амбургу;15;2;7;6;17;-8
Редландс Юн U20;15;1;12;2;15;-47
Таринга Роверс (р);15;4;10;1;12;-14
Кабултур (ж);15;4;9;2;18;-11
Вестерн Юн.;15;8;5;2;29;5
Логан Лайтнинг U20;15;7;4;4;47;21
Капалаба U20;15;1;14;0;14;-39
Нью-Ингленд Революшн-2;15;4;8;3;18;-8
Кавкаб Марракеш;15;5;5;5;17;2
Уберландия;15;4;6;5;18;-6
Лас Вегас Лайтс;15;2;9;4;23;-10
Тусон;15;6;5;4;20;3
Норт Техас;15;7;2;6;27;9
Баллимена Юн;15;6;4;5;24;8
Вестерн Сидней;15;5;5;5;21;-2
Кумера-2;15;5;8;2;34;-29
СВК Тандер (ж);15;3;11;1;19;-39
Робина Сити-2;15;5;9;1;30;-34
Черноморец Балчик;15;10;4;1;31;17
Майами;15;4;7;4;19;-11
Вайц;15;6;8;1;24;4
Вергль;15;9;5;1;38;7
Тельфс;15;2;7;6;21;-8
Партизан Бардейов;15;3;6;6;12;-6
Данте Ботошани;15;8;5;2;22;-1
Саутпорт Уорриорс (р);15;8;3;4;35;13
Солиман;15;4;8;3;17;-5
Друк Стар;15;1;14;0;5;-53
Зенит С-Пб  (ж);15;3;9;3;12;-5
Пайн Хилз (ж);15;8;5;2;24;6
Пяст Змигрод;15;2;5;8;24;-3
Висла Пулавы;15;11;2;2;35;18
Волчанка Волка Пелкинска;15;10;4;1;38;20
Истерн Сабербс U20;15;8;6;1;40;7
Гинсхайм;15;5;8;2;27;-2
Кечкемет ТЕ;15;10;4;1;33;22
Шемрок Роверс-2;15;4;9;2;20;-4
Дроэда Юн;15;9;3;3;30;13
Сидней Юн U20;15;5;8;2;23;-11
Этуаль Метлаоуй;15;5;6;4;12;-3
Вирджиния Юн (ж);15;8;5;2;35;14
Олимпик (ж);15;12;2;1;56;42
Леварт Любартов;15;3;5;7;17;-3
Нью-Фарм Юн;15;3;11;1;18;-24
Муриси;15;3;7;5;5;-10
Спаэри;15;7;6;2;22;5
Тхимпху Сити;15;13;1;1;51;33
Реппе;15;4;5;6;19;0
Угьен Академи;15;12;2;1;31;15
Удон Юнайтед;15;9;4;2;28;7
Гзира Юн;15;8;3;4;34;18
Тихуана U20;15;10;3;2;27;13
Тарксьен Рейнбоуз;15;2;11;2;13;-19
Верея;15;2;13;0;14;-38
Единство Бихач;15;6;8;1;11;-8
Подринье;15;1;10;4;10;-19
Пласа Колониа;15;3;6;6;12;-6
Эсбьерг U19;15;9;5;1;40;14
Люнгбю U19;15;6;6;3;28;-4
Ольборг U19;15;7;2;6;35;9
Отвидаберг;15;8;2;5;32;14
Вастра Фрелунда;15;9;2;4;36;18
Устрем Дончево;15;8;7;0;39;12
Септември Тервел;15;9;4;2;31;16
Вихар Славяново;15;10;3;2;28;16
Уйпешт-2;15;4;6;5;22;1
Ричардс Бэй;15;5;6;4;13;-4
Малайта Кингз;15;0;14;1;16;-78
Колубара (ж);15;2;12;1;11;-44
Легия-2 Варшава;15;7;5;3;27;6
Эльфен Саитама (ж);15;9;3;3;26;13
Торпедо Миасс;15;11;2;2;37;21
Кремень Кременчуг;15;2;10;3;13;-15
Глайсдорф;15;9;2;4;28;10
Фордж;15;8;2;5;24;10
Светкавица;15;8;7;0;23;3
Локомотив Белград;15;4;9;2;20;-13
Радан Лебане;15;7;6;2;29;14
Халадаш Виктория (ж);15;3;8;4;12;-10
Реал Мадрид U19;15;12;2;1;37;26
Зелезничар Лайковац;15;5;6;4;17;-12
Воеводина 1928 Перлез;15;0;11;4;5;-28
Блэк Леопардс;15;8;7;0;16;-2
Хендон;15;6;6;3;29;3
Рапид Уэд Зем;15;5;6;4;17;-2
Арар;15;2;7;6;7;-20
Вулвз ФК;15;11;3;1;45;26
Рубин;15;9;4;2;24;-4
Младость Гат Нови-Сад;15;13;2;0;45;35
Пардубице (ж);15;3;10;2;25;-19
КВК Вестерло;15;7;2;6;25;10
Поможанин Торунь;15;4;6;5;15;-2
Тюркгюджу Мюнхен;15;7;3;5;25;4
Оцелул Галац;15;10;3;2;36;27
Рот-Вайс Кобленц;15;4;7;4;15;-10
Торке Монтевидео Сити;15;6;4;5;23;6
